"Duration (ms),Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member Type"
"5611745,3/30/2016 11:16,3/30/2016 12:49,31248,Smithsonian / Jefferson Dr & 12th St SW,31247,Jefferson Dr & 14th St SW,W21314,Casual"
"9389658,3/30/2016 11:12,3/30/2016 13:49,31243,Maryland & Independence Ave SW,31243,Maryland & Independence Ave SW,W20501,Casual"
"284100,3/30/2016 10:19,3/30/2016 10:23,31214,17th & Corcoran St NW,31213,17th & K St NW,W00176,Registered"
"368448,3/30/2016 10:17,3/30/2016 10:23,31231,14th & D St NW / Ronald Reagan Building,31277,17th & G St NW,W20729,Registered"
"2344772,3/30/2016 10:14,3/30/2016 10:53,31217,USDA / 12th & Independence Ave SW,31248,Smithsonian / Jefferson Dr & 12th St SW,W21763,Casual"
"1679398,3/30/2016 10:12,3/30/2016 10:40,31200,Massachusetts Ave & Dupont Circle NW,31208,M St & New Jersey Ave SE,W00654,Registered"
"451450,3/30/2016 9:52,3/30/2016 10:00,31003,15th & Crystal Dr,31052,Potomac Ave & 35th St S,W20536,Registered"
"947155,3/30/2016 9:37,3/30/2016 9:53,31238,14th & G St NW,31204,20th & E St NW,W20214,Registered"
"491124,3/30/2016 9:34,3/30/2016 9:42,31513,Rhode Island Ave & V St NE,31623,Columbus Circle / Union Station,W00256,Registered"
"705461,3/30/2016 9:25,3/30/2016 9:37,31604,3rd & H St NW,31628,1st & K St SE,W20204,Registered"
"197888,3/30/2016 9:14,3/30/2016 9:17,31011,23rd & Crystal Dr,31007,Crystal City Metro / 18th & Bell St,W20762,Registered"
"332189,3/30/2016 9:08,3/30/2016 9:14,31600,5th & K St NW,31216,14th St & New York Ave NW,W01253,Registered"
"824721,3/30/2016 8:53,3/30/2016 9:07,31258,Lincoln Memorial,31604,3rd & H St NW,W01233,Registered"
"363153,3/30/2016 8:48,3/30/2016 8:54,31270,8th & D St NW,31238,14th & G St NW,W00172,Registered"
"455686,3/30/2016 8:47,3/30/2016 8:55,31206,19th & E Street NW,31237,25th St & Pennsylvania Ave NW,W20786,Registered"
"1080433,3/30/2016 8:46,3/30/2016 9:04,31605,3rd & D St SE,31274,MLK Library/9th & G St NW,W20720,Registered"
"928931,3/30/2016 8:35,3/30/2016 8:50,31107,Lamont & Mt Pleasant NW,31239,17th & Rhode Island Ave NW,W20627,Registered"
"99286,3/30/2016 8:30,3/30/2016 8:32,31616,3rd & H St NE,31623,Columbus Circle / Union Station,W00170,Registered"
"398505,3/30/2016 8:28,3/30/2016 8:35,31272,Washington & Independence Ave SW/HHS,31605,3rd & D St SE,W20720,Registered"
"344705,3/30/2016 8:25,3/30/2016 8:30,31096,S Walter Reed Dr & 8th St S,31073,Washington Blvd & Walter Reed Dr ,W21424,Registered"
"458707,3/30/2016 8:25,3/30/2016 8:33,32001,Fenton St & New York Ave ,32034,Ripley & Bonifant St,W21005,Registered"
"1449727,3/30/2016 8:24,3/30/2016 8:48,31401,14th St & Spring Rd NW,31604,3rd & H St NW,W20484,Registered"
"518055,3/30/2016 8:23,3/30/2016 8:32,31107,Lamont & Mt Pleasant NW,31101,14th & V St NW,W20750,Registered"
"1430760,3/30/2016 8:22,3/30/2016 8:46,31106,Calvert & Biltmore St NW,31230,Metro Center / 12th & G St NW,W01062,Registered"
"620529,3/30/2016 8:22,3/30/2016 8:32,31251,12th & L St NW,31218,L'Enfant Plaza / 7th & C St SW,W00290,Registered"
"2351542,3/30/2016 8:18,3/30/2016 8:58,31110,20th St & Florida Ave NW,31241,Thomas Circle,W00640,Registered"
"840491,3/30/2016 8:16,3/30/2016 8:30,31107,Lamont & Mt Pleasant NW,31213,17th & K St NW,W20375,Registered"
"800802,3/30/2016 8:11,3/30/2016 8:24,32024,Fenton St & Gist Ave,31407,14th St & Colorado Ave NW,W22095,Registered"
"380676,3/30/2016 8:09,3/30/2016 8:15,31627,M St & Delaware Ave NE,31600,5th & K St NW,W00884,Registered"
"414383,3/30/2016 8:08,3/30/2016 8:15,31620,5th & F St NW,31238,14th & G St NW,W20452,Registered"
"194188,3/30/2016 8:07,3/30/2016 8:11,31051,Arlington Blvd & N Queen St,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W00186,Registered"
"881827,3/30/2016 8:06,3/30/2016 8:21,31202,14th & R St NW,31624,North Capitol St & F St NW,W22183,Registered"
"469346,3/30/2016 8:04,3/30/2016 8:12,31618,4th & East Capitol St NE,31634,3rd & Tingey St SE,W21277,Registered"
"1030655,3/30/2016 8:02,3/30/2016 8:20,31107,Lamont & Mt Pleasant NW,31216,14th St & New York Ave NW,W00599,Registered"
"229504,3/30/2016 8:01,3/30/2016 8:05,31612,D St & Maryland Ave NE,31623,Columbus Circle / Union Station,W01458,Registered"
"108723,3/30/2016 8:00,3/30/2016 8:02,31004,Aurora Hills Community Ctr/18th & Hayes St,31005,Pentagon City Metro / 12th & S Hayes St,W00011,Registered"
"635327,3/30/2016 7:56,3/30/2016 8:06,31202,14th & R St NW,31228,8th & H St NW,W20865,Registered"
"750609,3/30/2016 7:54,3/30/2016 8:06,31302,Wisconsin Ave & Newark St NW,31301,Ward Circle / American University,W20556,Casual"
"780229,3/30/2016 7:53,3/30/2016 8:06,31302,Wisconsin Ave & Newark St NW,31301,Ward Circle / American University,W01480,Casual"
"186611,3/30/2016 7:54,3/30/2016 7:57,31267,17th St & Massachusetts Ave NW,31233,17th & K St NW / Farragut Square,W21534,Registered"
"780649,3/30/2016 7:51,3/30/2016 8:04,31636,New Jersey Ave & N St NW/Dunbar HS,31200,Massachusetts Ave & Dupont Circle NW,W20397,Registered"
"409614,3/30/2016 7:50,3/30/2016 7:57,31218,L'Enfant Plaza / 7th & C St SW,31231,14th & D St NW / Ronald Reagan Building,W20572,Registered"
"222371,3/30/2016 7:46,3/30/2016 7:50,31282,16th & R St NW,31200,Massachusetts Ave & Dupont Circle NW,W21468,Registered"
"872097,3/30/2016 7:42,3/30/2016 7:56,31101,14th & V St NW,31242,18th St & Pennsylvania Ave NW,W20565,Registered"
"765460,3/30/2016 7:41,3/30/2016 7:54,31120,10th & Florida Ave NW,31600,5th & K St NW,W21847,Registered"
"601239,3/30/2016 7:39,3/30/2016 7:49,31200,Massachusetts Ave & Dupont Circle NW,31101,14th & V St NW,W22243,Registered"
"500075,3/30/2016 7:39,3/30/2016 7:47,31245,7th & R St NW / Shaw Library,31624,North Capitol St & F St NW,W21663,Registered"
"314383,3/30/2016 7:36,3/30/2016 7:41,31215,Georgetown Harbor / 30th St NW,31275,New Hampshire Ave & 24th St NW,W00019,Registered"
"920417,3/30/2016 7:33,3/30/2016 7:49,31104,Adams Mill & Columbia Rd NW,31215,Georgetown Harbor / 30th St NW,W21807,Registered"
"579854,3/30/2016 7:27,3/30/2016 7:37,31623,Columbus Circle / Union Station,31208,M St & New Jersey Ave SE,W20001,Registered"
"254554,3/30/2016 7:28,3/30/2016 7:32,32024,Fenton St & Gist Ave,32034,Ripley & Bonifant St,W20284,Registered"
"153874,3/30/2016 7:24,3/30/2016 7:27,31101,14th & V St NW,31202,14th & R St NW,W21315,Registered"
"276441,3/30/2016 7:22,3/30/2016 7:26,31036,George Mason Dr & Wilson Blvd,31037,Ballston Metro / N Stuart & 9th St N,W21297,Registered"
"284640,3/30/2016 7:18,3/30/2016 7:23,31603,1st & M St NE,31624,North Capitol St & F St NW,W00696,Registered"
"1252226,3/30/2016 7:16,3/30/2016 7:37,31237,25th St & Pennsylvania Ave NW,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W00555,Registered"
"271813,3/30/2016 7:11,3/30/2016 7:15,31238,14th & G St NW,31228,8th & H St NW,W21614,Registered"
"881908,3/30/2016 6:26,3/30/2016 6:41,31278,18th & R St NW,31120,10th & Florida Ave NW,W01102,Registered"
"1083927,3/30/2016 6:25,3/30/2016 6:43,31504,10th & Monroe St NE,31271,Constitution Ave & 2nd St NW/DOL,W20782,Registered"
"528116,3/30/2016 6:17,3/30/2016 6:26,31623,Columbus Circle / Union Station,31208,M St & New Jersey Ave SE,W00776,Registered"
"1462453,3/30/2016 6:17,3/30/2016 6:42,31616,3rd & H St NE,31220,US Dept of State / Virginia Ave & 21st St NW,W01194,Registered"
"178280,3/30/2016 6:03,3/30/2016 6:06,31606,Potomac & Pennsylvania Ave SE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W01006,Registered"
"947139,3/30/2016 6:01,3/30/2016 6:17,31077,Iwo Jima Memorial/N Meade & 14th St N,31236,37th & O St NW / Georgetown University,W20933,Registered"
"874438,3/30/2016 5:38,3/30/2016 5:53,31108,4th & M St SW,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W00019,Registered"
"962708,3/30/2016 3:33,3/30/2016 3:49,31020,Wilson Blvd & Franklin Rd,31200,Massachusetts Ave & Dupont Circle NW,W21504,Registered"
"524085,3/29/2016 23:47,3/29/2016 23:55,31100,19th St & Pennsylvania Ave NW,31101,14th & V St NW,W00304,Registered"
"612299,3/29/2016 22:11,3/29/2016 22:21,31505,Eckington Pl & Q St NE,31600,5th & K St NW,W01469,Registered"
"687348,3/29/2016 22:01,3/29/2016 22:13,31013,23rd & Eads St,31091,S Joyce & 16th St S,W20931,Registered"
"391993,3/29/2016 21:48,3/29/2016 21:54,31623,Columbus Circle / Union Station,31612,D St & Maryland Ave NE,W20845,Registered"
"592785,3/29/2016 21:48,3/29/2016 21:58,31247,Jefferson Dr & 14th St SW,31259,20th St & Virginia Ave NW,W21715,Registered"
"1096683,3/29/2016 21:45,3/29/2016 22:03,31232,7th & F St NW / National Portrait Gallery,31609,6th & Water St SW / SW Waterfront,W01498,Registered"
"1086854,3/29/2016 21:36,3/29/2016 21:55,31080,Lee Hwy & N Scott St,31065,N Pershing Dr & Wayne St,W21499,Registered"
"1304642,3/29/2016 21:33,3/29/2016 21:55,31228,8th & H St NW,31114,18th St & Wyoming Ave NW,W20660,Registered"
"350509,3/29/2016 20:59,3/29/2016 21:05,31101,14th & V St NW,31117,15th & Euclid St  NW,W00008,Registered"
"1322779,3/29/2016 20:59,3/29/2016 21:21,31258,Lincoln Memorial,31247,Jefferson Dr & 14th St SW,W00404,Registered"
"266885,3/29/2016 20:46,3/29/2016 20:50,31306,39th & Calvert St NW / Stoddert,31226,34th St & Wisconsin Ave NW,W21561,Registered"
"1132223,3/29/2016 20:37,3/29/2016 20:56,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W21106,Casual"
"364272,3/29/2016 20:10,3/29/2016 20:16,31256,10th & E St NW,31600,5th & K St NW,W21227,Registered"
"677501,3/29/2016 20:07,3/29/2016 20:18,31049,Utah St & 11th St N ,31089,Court House Metro / 15th & N Uhle St ,W20016,Registered"
"1332363,3/29/2016 19:52,3/29/2016 20:14,31314,34th & Water St NW,31112,Harvard St & Adams Mill Rd NW,W01065,Registered"
"997260,3/29/2016 19:44,3/29/2016 20:00,31638,1st & H St NW,31611,13th & H St NE,W21048,Registered"
"475297,3/29/2016 19:34,3/29/2016 19:42,31234,20th & O St NW / Dupont South,31225,C & O Canal & Wisconsin Ave NW,W21208,Registered"
"845433,3/29/2016 19:28,3/29/2016 19:42,31005,Pentagon City Metro / 12th & S Hayes St,31005,Pentagon City Metro / 12th & S Hayes St,W00273,Registered"
"558853,3/29/2016 19:28,3/29/2016 19:37,31637,North Capitol St & G Pl NE,31508,Gallaudet / 8th St & Florida Ave NE,W00012,Registered"
"564830,3/29/2016 19:28,3/29/2016 19:38,31239,17th & Rhode Island Ave NW,31251,12th & L St NW,W20726,Registered"
"254847,3/29/2016 19:23,3/29/2016 19:27,31104,Adams Mill & Columbia Rd NW,31112,Harvard St & Adams Mill Rd NW,W20139,Registered"
"277297,3/29/2016 19:19,3/29/2016 19:23,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,31014,Lynn & 19th St North,W21068,Registered"
"456051,3/29/2016 19:15,3/29/2016 19:23,31230,Metro Center / 12th & G St NW,31263,10th & K St NW,W21015,Casual"
"3355142,3/29/2016 19:14,3/29/2016 20:10,31258,Lincoln Memorial,31258,Lincoln Memorial,W21097,Casual"
"570505,3/29/2016 19:07,3/29/2016 19:17,31042,Market Square / King St & Royal St,31082,Eisenhower Ave & Mill Race Ln,W21326,Registered"
"811500,3/29/2016 18:53,3/29/2016 19:07,32024,Fenton St & Gist Ave,32025,Carroll & Westmoreland Ave,W21586,Registered"
"568852,3/29/2016 18:49,3/29/2016 18:59,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31628,1st & K St SE,W00626,Registered"
"734271,3/29/2016 18:40,3/29/2016 18:52,31121,Calvert St & Woodley Pl NW,31115,Columbia Rd & Georgia Ave NW,W20039,Registered"
"491751,3/29/2016 18:41,3/29/2016 18:49,31238,14th & G St NW,31239,17th & Rhode Island Ave NW,W20924,Registered"
"150069,3/29/2016 18:38,3/29/2016 18:41,31602,Park Rd & Holmead Pl NW,31102,11th & Kenyon St NW,W22122,Registered"
"620945,3/29/2016 18:37,3/29/2016 18:47,31254,15th & K St NW,31229,New Hampshire Ave & T St NW,W00291,Registered"
"321860,3/29/2016 18:35,3/29/2016 18:40,31039,N Quincy St & Wilson Blvd,31069,Pershing & N George Mason Dr,W00913,Registered"
"448530,3/29/2016 18:35,3/29/2016 18:43,31241,Thomas Circle,31214,17th & Corcoran St NW,W00933,Registered"
"845433,3/29/2016 18:34,3/29/2016 18:48,31200,Massachusetts Ave & Dupont Circle NW,31226,34th St & Wisconsin Ave NW,W21919,Registered"
"444501,3/29/2016 18:34,3/29/2016 18:42,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31619,Lincoln Park / 13th & East Capitol St NE ,W01023,Registered"
"1623410,3/29/2016 18:29,3/29/2016 18:56,31237,25th St & Pennsylvania Ave NW,31609,6th & Water St SW / SW Waterfront,W00183,Registered"
"137793,3/29/2016 18:27,3/29/2016 18:29,31275,New Hampshire Ave & 24th St NW,31237,25th St & Pennsylvania Ave NW,W00977,Registered"
"193428,3/29/2016 18:27,3/29/2016 18:30,31623,Columbus Circle / Union Station,31631,8th & F St NE,W20425,Registered"
"355061,3/29/2016 18:24,3/29/2016 18:30,31218,L'Enfant Plaza / 7th & C St SW,31609,6th & Water St SW / SW Waterfront,W00807,Registered"
"446677,3/29/2016 18:23,3/29/2016 18:30,31636,New Jersey Ave & N St NW/Dunbar HS,31202,14th & R St NW,W21656,Registered"
"381140,3/29/2016 18:19,3/29/2016 18:26,31121,Calvert St & Woodley Pl NW,31117,15th & Euclid St  NW,W00770,Registered"
"3012689,3/29/2016 18:15,3/29/2016 19:05,31007,Crystal City Metro / 18th & Bell St,31234,20th & O St NW / Dupont South,W20814,Registered"
"406482,3/29/2016 18:12,3/29/2016 18:19,31203,14th & Rhode Island Ave NW,31213,17th & K St NW,W22065,Registered"
"2503058,3/29/2016 18:11,3/29/2016 18:52,31256,10th & E St NW,31704,Nannie Helen Burroughs & Minnesota Ave NE,W20612,Registered"
"949056,3/29/2016 18:08,3/29/2016 18:24,31300,Van Ness Metro / UDC,31114,18th St & Wyoming Ave NW,W20855,Registered"
"635840,3/29/2016 18:07,3/29/2016 18:18,31639,2nd & G St NE,31628,1st & K St SE,W00281,Registered"
"285915,3/29/2016 18:06,3/29/2016 18:10,31200,Massachusetts Ave & Dupont Circle NW,31229,New Hampshire Ave & T St NW,W00064,Registered"
"1215031,3/29/2016 17:58,3/29/2016 18:18,31014,Lynn & 19th St North,31258,Lincoln Memorial,W22257,Casual"
"1800575,3/29/2016 17:57,3/29/2016 18:27,31241,Thomas Circle,31079,Lee Hwy & N Cleveland St,W00682,Registered"
"676061,3/29/2016 17:56,3/29/2016 18:07,31208,M St & New Jersey Ave SE,31623,Columbus Circle / Union Station,W01240,Registered"
"308019,3/29/2016 17:53,3/29/2016 17:58,31212,21st & M St NW,31200,Massachusetts Ave & Dupont Circle NW,W00149,Registered"
"382015,3/29/2016 17:53,3/29/2016 17:59,31201,15th & P St NW,31266,11th & M St NW,W00212,Registered"
"1010823,3/29/2016 17:51,3/29/2016 18:08,31312,Wisconsin Ave & O St NW,31312,Wisconsin Ave & O St NW,W20335,Casual"
"888234,3/29/2016 17:46,3/29/2016 18:01,31213,17th & K St NW,31280,11th & S St NW,W00843,Registered"
"1283923,3/29/2016 17:45,3/29/2016 18:06,31246,M St & Pennsylvania Ave NW,31110,20th St & Florida Ave NW,W01330,Casual"
"756019,3/29/2016 17:42,3/29/2016 17:54,31241,Thomas Circle,31237,25th St & Pennsylvania Ave NW,W01028,Registered"
"923587,3/29/2016 17:41,3/29/2016 17:56,31603,1st & M St NE,31607,14th & D St SE,W00987,Registered"
"1450903,3/29/2016 17:40,3/29/2016 18:04,31233,17th & K St NW / Farragut Square,31628,1st & K St SE,W01340,Registered"
"165500,3/29/2016 17:39,3/29/2016 17:41,31089,Court House Metro / 15th & N Uhle St ,31051,Arlington Blvd & N Queen St,W20668,Registered"
"402605,3/29/2016 17:37,3/29/2016 17:44,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31619,Lincoln Park / 13th & East Capitol St NE ,W01458,Registered"
"928467,3/29/2016 17:36,3/29/2016 17:52,31234,20th & O St NW / Dupont South,31014,Lynn & 19th St North,W21233,Registered"
"545911,3/29/2016 17:35,3/29/2016 17:44,31119,14th & Belmont St NW,31200,Massachusetts Ave & Dupont Circle NW,W20319,Registered"
"137660,3/29/2016 17:34,3/29/2016 17:36,31110,20th St & Florida Ave NW,31229,New Hampshire Ave & T St NW,W00679,Registered"
"682759,3/29/2016 17:34,3/29/2016 17:46,31235,19th St & Constitution Ave NW,31247,Jefferson Dr & 14th St SW,W21001,Registered"
"589154,3/29/2016 17:34,3/29/2016 17:44,31227,13th St & New York Ave NW,31281,8th & O St NW,W20840,Registered"
"660303,3/29/2016 17:31,3/29/2016 17:42,31304,36th & Calvert St NW / Glover Park,31255,24th & N St NW,W22053,Registered"
"796498,3/29/2016 17:31,3/29/2016 17:45,31089,Court House Metro / 15th & N Uhle St ,31035,N Quincy St & Glebe Rd,W01265,Registered"
"1359304,3/29/2016 17:29,3/29/2016 17:52,31255,24th & N St NW,31509,New Jersey Ave & R St NW,W20862,Registered"
"381585,3/29/2016 17:24,3/29/2016 17:31,31610,Eastern Market / 7th & North Carolina Ave SE,31626,15th St & Massachusetts Ave SE,W20570,Registered"
"482360,3/29/2016 17:24,3/29/2016 17:32,31275,New Hampshire Ave & 24th St NW,31200,Massachusetts Ave & Dupont Circle NW,W21839,Registered"
"3731420,3/29/2016 17:24,3/29/2016 18:27,31253,19th & K St NW,31620,5th & F St NW,W01352,Casual"
"442535,3/29/2016 17:23,3/29/2016 17:30,31636,New Jersey Ave & N St NW/Dunbar HS,31201,15th & P St NW,W00874,Registered"
"974288,3/29/2016 17:20,3/29/2016 17:36,31247,Jefferson Dr & 14th St SW,31264,6th St & Indiana Ave NW,W00685,Casual"
"399393,3/29/2016 17:19,3/29/2016 17:26,31253,19th & K St NW,31246,M St & Pennsylvania Ave NW,W00190,Registered"
"192148,3/29/2016 17:17,3/29/2016 17:20,31100,19th St & Pennsylvania Ave NW,31213,17th & K St NW,W21327,Registered"
"300466,3/29/2016 17:15,3/29/2016 17:20,31624,North Capitol St & F St NW,31620,5th & F St NW,W20269,Registered"
"604602,3/29/2016 17:11,3/29/2016 17:21,31257,22nd & I St NW / Foggy Bottom,31258,Lincoln Memorial,W20142,Registered"
"799326,3/29/2016 17:09,3/29/2016 17:22,31265,5th St & Massachusetts Ave NW,31203,14th & Rhode Island Ave NW,W00866,Registered"
"1664805,3/29/2016 17:06,3/29/2016 17:34,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W22085,Casual"
"241194,3/29/2016 17:05,3/29/2016 17:09,31509,New Jersey Ave & R St NW,31636,New Jersey Ave & N St NW/Dunbar HS,W01273,Registered"
"394325,3/29/2016 17:04,3/29/2016 17:11,31272,Washington & Independence Ave SW/HHS,31621,4th & D St NW / Judiciary Square,W00014,Registered"
"920176,3/29/2016 17:02,3/29/2016 17:17,31228,8th & H St NW,31619,Lincoln Park / 13th & East Capitol St NE ,W01309,Registered"
"760874,3/29/2016 17:02,3/29/2016 17:15,31231,14th & D St NW / Ronald Reagan Building,31624,North Capitol St & F St NW,W22207,Registered"
"498357,3/29/2016 16:58,3/29/2016 17:06,31236,37th & O St NW / Georgetown University,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W20130,Registered"
"379373,3/29/2016 16:54,3/29/2016 17:00,31217,USDA / 12th & Independence Ave SW,31244,4th & E St SW,W00525,Registered"
"221806,3/29/2016 16:49,3/29/2016 16:52,31057,S Four Mile Run Dr & S Shirlington Rd,31060,S Arlington Mill Dr & Campbell Ave,W00353,Registered"
"1481657,3/29/2016 16:45,3/29/2016 17:10,31243,Maryland & Independence Ave SW,31603,1st & M St NE,W21675,Casual"
"2944315,3/29/2016 16:44,3/29/2016 17:33,31270,8th & D St NW,31244,4th & E St SW,W21063,Casual"
"496847,3/29/2016 16:38,3/29/2016 16:46,31625,3rd & G St SE,31616,3rd & H St NE,W21736,Registered"
"279175,3/29/2016 16:29,3/29/2016 16:33,31619,Lincoln Park / 13th & East Capitol St NE ,31611,13th & H St NE,W22151,Registered"
"799899,3/29/2016 16:29,3/29/2016 16:43,31603,1st & M St NE,31216,14th St & New York Ave NW,W00322,Registered"
"655554,3/29/2016 16:27,3/29/2016 16:38,31254,15th & K St NW,31282,16th & R St NW,W22105,Registered"
"267989,3/29/2016 16:26,3/29/2016 16:30,31502,John McCormack Dr & Michigan Ave NE,31511,12th & Irving St NE,W21198,Registered"
"184088,3/29/2016 16:24,3/29/2016 16:27,31267,17th St & Massachusetts Ave NW,31213,17th & K St NW,W21328,Registered"
"958416,3/29/2016 16:18,3/29/2016 16:34,31247,Jefferson Dr & 14th St SW,31244,4th & E St SW,W21730,Casual"
"1075302,3/29/2016 16:17,3/29/2016 16:34,31212,21st & M St NW,31236,37th & O St NW / Georgetown University,W20380,Registered"
"551845,3/29/2016 16:04,3/29/2016 16:14,31269,3rd St & Pennsylvania Ave SE,31626,15th St & Massachusetts Ave SE,W01457,Registered"
"291189,3/29/2016 16:02,3/29/2016 16:07,31234,20th & O St NW / Dupont South,31205,21st & I St NW,W00553,Registered"
"578478,3/29/2016 16:02,3/29/2016 16:12,31218,L'Enfant Plaza / 7th & C St SW,31623,Columbus Circle / Union Station,W01356,Registered"
"497629,3/29/2016 15:57,3/29/2016 16:06,31262,11th & F St NW,31624,North Capitol St & F St NW,W21355,Registered"
"1490481,3/29/2016 15:54,3/29/2016 16:19,31211,Kennedy Center,31624,North Capitol St & F St NW,W00214,Registered"
"492758,3/29/2016 15:46,3/29/2016 15:55,31230,Metro Center / 12th & G St NW,31270,8th & D St NW,W21012,Casual"
"935967,3/29/2016 15:39,3/29/2016 15:55,31122,16th & Irving St NW,31228,8th & H St NW,W01357,Registered"
"2903757,3/29/2016 15:27,3/29/2016 16:15,31238,14th & G St NW,31249,Jefferson Memorial,W21102,Casual"
"660046,3/29/2016 15:24,3/29/2016 15:35,31208,M St & New Jersey Ave SE,31623,Columbus Circle / Union Station,W01145,Registered"
"934184,3/29/2016 15:23,3/29/2016 15:38,31279,19th & G St NW,31116,California St & Florida Ave NW,W20615,Registered"
"1661420,3/29/2016 15:13,3/29/2016 15:41,31633,Independence Ave & L'Enfant Plaza SW/DOE,31258,Lincoln Memorial,W00411,Casual"
"1698062,3/29/2016 15:11,3/29/2016 15:39,31269,3rd St & Pennsylvania Ave SE,31247,Jefferson Dr & 14th St SW,W22158,Casual"
"685897,3/29/2016 15:03,3/29/2016 15:14,31225,C & O Canal & Wisconsin Ave NW,31215,Georgetown Harbor / 30th St NW,W20581,Casual"
"334077,3/29/2016 14:54,3/29/2016 15:00,31606,Potomac & Pennsylvania Ave SE,31626,15th St & Massachusetts Ave SE,W20776,Registered"
"364303,3/29/2016 14:52,3/29/2016 14:58,31097,Saint Asaph & Madison St,31083,Potomac Greens Dr & Slaters Ln,W00463,Registered"
"8688365,3/29/2016 14:50,3/29/2016 17:15,31623,Columbus Circle / Union Station,31258,Lincoln Memorial,W01012,Casual"
"8175279,3/29/2016 14:44,3/29/2016 17:00,31215,Georgetown Harbor / 30th St NW,31247,Jefferson Dr & 14th St SW,W20806,Casual"
"407403,3/29/2016 14:43,3/29/2016 14:50,31119,14th & Belmont St NW,31200,Massachusetts Ave & Dupont Circle NW,W20855,Registered"
"867287,3/29/2016 14:38,3/29/2016 14:52,31627,M St & Delaware Ave NE,31607,14th & D St SE,W21915,Registered"
"1389370,3/29/2016 14:22,3/29/2016 14:45,31230,Metro Center / 12th & G St NW,31077,Iwo Jima Memorial/N Meade & 14th St N,W20112,Registered"
"9323543,3/29/2016 14:12,3/29/2016 16:47,31258,Lincoln Memorial,31204,20th & E St NW,W20684,Casual"
"1589492,3/29/2016 14:08,3/29/2016 14:35,31272,Washington & Independence Ave SW/HHS,31269,3rd St & Pennsylvania Ave SE,W00511,Casual"
"3439854,3/29/2016 14:05,3/29/2016 15:02,31273,Hains Point/Buckeye & Ohio Dr SW,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W00750,Casual"
"293989,3/29/2016 13:49,3/29/2016 13:54,31242,18th St & Pennsylvania Ave NW,31242,18th St & Pennsylvania Ave NW,W22145,Registered"
"850446,3/29/2016 13:43,3/29/2016 13:58,31103,16th & Harvard St NW,31254,15th & K St NW,W01023,Registered"
"390862,3/29/2016 13:25,3/29/2016 13:31,31241,Thomas Circle,31229,New Hampshire Ave & T St NW,W00963,Registered"
"1116924,3/29/2016 13:21,3/29/2016 13:40,31636,New Jersey Ave & N St NW/Dunbar HS,31257,22nd & I St NW / Foggy Bottom,W01210,Registered"
"238396,3/29/2016 13:18,3/29/2016 13:22,31612,D St & Maryland Ave NE,31622,13th & D St NE,W20689,Registered"
"462485,3/29/2016 13:10,3/29/2016 13:18,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31258,Lincoln Memorial,W00189,Casual"
"1228749,3/29/2016 13:09,3/29/2016 13:29,31249,Jefferson Memorial,31247,Jefferson Dr & 14th St SW,W21238,Casual"
"282725,3/29/2016 13:04,3/29/2016 13:09,31116,California St & Florida Ave NW,31101,14th & V St NW,W00044,Registered"
"2631391,3/29/2016 13:00,3/29/2016 13:44,31256,10th & E St NW,31639,2nd & G St NE,W21052,Casual"
"10789623,3/29/2016 12:36,3/29/2016 15:35,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W01444,Casual"
"851577,3/29/2016 12:31,3/29/2016 12:45,31263,10th & K St NW,31255,24th & N St NW,W20288,Registered"
"1818783,3/29/2016 12:31,3/29/2016 13:02,31201,15th & P St NW,31271,Constitution Ave & 2nd St NW/DOL,W00618,Casual"
"327737,3/29/2016 12:28,3/29/2016 12:33,31214,17th & Corcoran St NW,31101,14th & V St NW,W21131,Registered"
"372315,3/29/2016 12:13,3/29/2016 12:19,31009,27th & Crystal Dr,31007,Crystal City Metro / 18th & Bell St,W00412,Registered"
"920160,3/29/2016 12:04,3/29/2016 12:19,31200,Massachusetts Ave & Dupont Circle NW,31231,14th & D St NW / Ronald Reagan Building,W21041,Registered"
"875058,3/29/2016 11:59,3/29/2016 12:14,31624,North Capitol St & F St NW,31628,1st & K St SE,W21777,Registered"
"1100455,3/29/2016 11:56,3/29/2016 12:14,31246,M St & Pennsylvania Ave NW,31600,5th & K St NW,W00961,Registered"
"433716,3/29/2016 11:51,3/29/2016 11:59,31217,USDA / 12th & Independence Ave SW,31238,14th & G St NW,W20589,Registered"
